order_id,customer_name,region,product,sales_rep,order_date,quantity,unit_price,discount,shipping_cost,revenue,total_cost,priority,sales_rep_email
ELX-1546,GadgetHub,North,Laptop Stand,Alice Brown,2023-06-11,45,24.98,0.17,12.59,$933.00,945.59,Medium,alice.browngmail.com
ELX-1547,TechMart,East,Wireless Charger,Mike Davis,2023-05-13,12,665.05,0.06,14.43,7501.76,7516.19,,-
ELX-1548,Smart Store,East,Wireless-Charger,Jane Doe,2023-09-13,28,264.48,0.18,12.45,6072.46,6084.91,High,JANE.DOE@GMAIL.COM
ELX-1549,GadgetHub,East,Bluetooth Speaker,Jane Doe,2023-10-20,9,1175.44,0.17,21.28,,8801.82,low,jane.doeyahoo.com
ELX-1550,  Digital World  ,South,Phone Holder,Alice Brown,2023-07-15,13,187.82,0.24,7.99,1855.66,1863.65,Medium,alice.brown@company.com
ELX-1551,TechMart,South,Power Bank,Alice Brown,2023-03-10,41,627.65,0.18,20.71,"$21,101.59",21122.3,Medium,alice.brown@business.org
ELX-1552,Digital World,East,Phone Holder,Mike Davis,2023-01-25,26,132.29,0.04,9.31,3301.96,3311.27,Medium,MIKE.DAVIS@COMPANY.COM
ELX-1553,Digital World,West,Dell XPS 13,Alice Brown,2023-06-21,17,442.74,0.14,23.64,6472.86,6496.5,High,alice.brown.@gmail.com
ELX-1554,Digital World,East,iPhone 15,Alice Brown,2023-03-04,23,1042.83,0.24,8.98,18228.67,18237.65,,alice.brown@gmail.com
ELX-1555,Smart Store,Central,AirPods Pro,Bob Wilson,2023-07-01,21,812.73,0.12,19.73,15019.25,15038.98,high,BOB.WILSON@BUSINESS.ORG
ELX-1556,TechMart,West,iPhone-Case,Alice Brown,2023-11-20,10,1043.89,0.16,23.57,8768.68,8792.25,HIGH,alice.brownyahoo.com
ELX-1557,GadgetHub,Central,USB-C Cable,John Smith,2023-02-10,11,422.2,0.08,18.06,"$4,272.66",4290.72,Medium,john.smithcompany.com
ELX-1558,Digital World,Central,USB-C Cable,Bob Wilson,2023-08-16,50,1037.43,0.09,16.74,47203.07,47219.81,Low,bob.wilsonyahoo.com
ELX-1559,GadgetHub,West,AirPods Pro,Jane Doe,2023-01-12,9,877.41,0.17,23.81,6554.25,6578.06,medium,jane.doebusiness.org
ELX-1560,TechMart,South,AirPods-Pro,Alice Brown,2023-02-22,7,90.59,0.22,15.97,494.62,510.59,Medium,ALICE.BROWN@GMAIL.COM
ELX-1561,TechMart,West,Laptop Stand,John Smith,2023-02-23,17,747.45,0.02,23.63,12452.52,12476.15,medium,JOHN.SMITH@COMPANY.COM
ELX-1562,GadgetHub,East,Apple Watch Series 9,Jane Doe,2023-05-26,29,757.38,,21.77,21305.1,21326.87,,jane.doe@company.com
ELX-1563,TechMart,North,Wireless Charger,Bob Wilson,2023-09-01,30,1170.35,0.14,10.45,30195.03,30205.48,HIGH,bob.wilson@yahoo.com
ELX-1564,GadgetHub,South,Phone Holder,Jane Doe,2023-10-30,39,556.0,0.19,22.55,17564.04,17586.59,Low,JANE.DOE@YAHOO.COM
ELX-1565,GadgetHub,Central,Phone Holder,Bob Wilson,2023-06-27,31,654.51,0.2,13.84,"$16,231.85",16245.69,low,bob.wilson@company.com
ELX-1566,  Digital World  ,West,Fitbit Charge 6,Jane Doe,2023-06-05,1,15.11,0.2,21.96,12.09,34.05,High,jane.doeyahoo.com
ELX-1567,Digital World,East,Gaming Headset,Mike Davis,2023-01-05,45,1107.67,0.24,14.54,37882.31,37896.85,low,MIKE.DAVIS@YAHOO.COM
ELX-1568,TechMart,West,iPhone-Case,Mike Davis,2023-04-29,1,664.63,0.05,22.64,$631.40,654.04,Medium,
ELX-1569,GadgetHub,West,Apple Watch Series 9,Jane Doe,2023-11-27,25,996.69,0.06,6.58,23422.22,23428.8,low,jane.doe.@gmail.com
ELX-1570,Electronics Plus,Central,Fitbit Charge 6,Bob Wilson,2023-11-29,48,645.35,0.07,8.76,28808.42,28817.18,low,bob.wilsongmail.com
ELX-1571,TechMart,South,iPad Air,Bob Wilson,2023-02-26,41,554.58,0.11,19.01,20236.62,20255.63,high,bob.wilson@business.org
ELX-1572,GadgetHub,South,Screen-Protector,John Smith,2023-03-19,4,1164.11,0.01,24.45,4609.88,4634.33,low,john.smith@business.org
ELX-1573,Digital World,East,iPad Air,Alice Brown,2023-01-05,15,121.88,0.0,9.34,1828.2,1837.54,HIGH,alice.brownbusiness.org
ELX-1574,GadgetHub,East,Gaming Headset,Bob Wilson,2023-08-26,45,952.84,0.08,21.87,39447.58,39469.45,High,BOB.WILSON@GMAIL.COM
ELX-1575,  Electronics Plus  ,North,Fitbit Charge 6,Alice Brown,2023-02-06,35,572.12,0.05,21.83,"$19,022.99",19044.82,HIGH,ALICE.BROWN@YAHOO.COM
ELX-1576,GadgetHub,North,Dell XPS 13,Jane Doe,2023-07-17,50,1170.34,0.06,24.89,55005.98,55030.87,,jane.doe.@business.org
ELX-1577,Electronics Plus,West,Dell XPS 13,Mike Davis,2023-12-07,14,575.3,0.17,11.24,6684.99,6696.23,,MIKE.DAVIS@GMAIL.COM
ELX-1578,Digital World,South,Samsung Galaxy S24,Mike Davis,2023-09-24,8,315.18,0.16,8.97,2118.01,2126.98,medium,mike.davis@business.org
ELX-1579,  TechMart  ,South,Dell XPS 13,Jane Doe,2023-11-21,28,399.55,0.04,10.52,10739.9,10750.42,Medium,jane.doebusiness.org
ELX-1580,TechMart,West,Apple Watch Series 9,John Smith,2023-01-22,38,943.42,0.12,16.92,31547.96,31564.88,HIGH,john.smith@business.org
ELX-1581,Digital World,North,Apple Watch Series 9,Jane Doe,2023-09-13,6,827.84,0.08,24.39,4569.68,4594.07,low,
ELX-1582,TechMart,North,Wireless Charger,Jane Doe,2023-12-26,35,952.89,0.03,9.65,32350.62,32360.27,,jane.doebusiness.org
ELX-1583,Smart Store,East,Bluetooth Speaker,Jane Doe,2023-01-11,-45,462.66,0.18,10.01,17072.15,17082.16,high,JANE.DOE@COMPANY.COM
ELX-1584,TechMart,West,Bluetooth Speaker,Mike Davis,2023-05-31,35,840.99,0.05,8.73,,27971.65,High,MIKE.DAVIS@BUSINESS.ORG
ELX-1585,Digital World,East,Bluetooth Speaker,Bob Wilson,2023-11-03,36,205.01,0.13,13.99,6420.91,6434.9,low,bob.wilson.@company.com
ELX-1586,Digital World,Central,Wireless Charger,Alice Brown,2023-01-01,50,771.06,0.09,8.71,35083.23,35091.94,High,ALICE.BROWN@COMPANY.COM
ELX-1587,TechMart,Central,Wireless-Charger,Mike Davis,2023-05-03,21,869.39,0.16,15.78,15336.04,15351.82,low,mike.davis.@yahoo.com
ELX-1588,GadgetHub,South,Laptop Stand,Alice Brown,2023-10-10,10,741.45,0.08,17.82,"$6,821.34",6839.16,HIGH,ALICE.BROWN@COMPANY.COM
ELX-1589,TechMart,North,Laptop Stand,John Smith,2023-01-23,9,226.69,0.01,7.14,2019.81,2026.95,Low,
ELX-1590,  Electronics Plus  ,North,Samsung Galaxy S24,Mike Davis,2023-11-25,25,794.64,0.13,19.03,"$17,283.42",17302.45,Medium,
ELX-1591,Digital World,North,Wireless Charger,Jane Doe,2023-11-07,46,98.99,0.23,9.17,3506.23,3515.4,,JANE.DOE@COMPANY.COM
ELX-1592,  GadgetHub  ,North,Bluetooth Speaker,John Smith,2023-07-04,36,896.02,0.22,21.44,25160.24,25181.68,HIGH,
ELX-1593,TechMart,Central,Fitbit Charge 6,Mike Davis,2023-01-21,47,98.41,0.08,23.89,4255.25,4279.14,medium,mike.davis@yahoo.com
ELX-1594,Smart Store,North,Dell XPS 13,Jane Doe,2023-09-30,25,239.51,0.13,9.98,5209.34,5219.32,Medium,jane.doe.@business.org
ELX-1595,Electronics Plus,Central,Phone Holder,Alice Brown,2023-02-24,50,771.77,0.09,14.17,35115.54,35129.71,HIGH,
ELX-1596,GadgetHub,North,AirPods Pro,Jane Doe,2023-10-09,26,613.06,0.16,15.68,13389.23,13404.91,Medium,jane.doeyahoo.com
ELX-1597,Smart Store,West,Wireless Charger,Bob Wilson,2023-10-09,21,1016.15,0.1,17.66,19205.23,19222.89,low,bob.wilsongmail.com
ELX-1598,Digital World,Central,Apple Watch Series 9,Mike Davis,2023-10-07,14,459.45,0.14,19.89,"$5,531.78",5551.67,HIGH,mike.davis.@yahoo.com
ELX-1599,Digital World,West,Bluetooth Speaker,Alice Brown,2023-01-01,47,56.08,0.07,5.33,2451.26,2456.59,Medium,alice.brown.@company.com
ELX-1600,Electronics Plus,East,iPhone 15,Bob Wilson,2023-04-24,14,1029.03,0.01,21.44,14262.36,14283.8,Low,bob.wilson@business.org
ELX-1601,Digital World,Central,Laptop Stand,Mike Davis,2023-10-20,37,198.34,0.01,12.11,-,7277.3,low,MIKE.DAVIS@COMPANY.COM
ELX-1602,  Electronics Plus  ,East,Wireless Charger,Mike Davis,2023-05-08,15,318.65,0.08,16.41,4397.37,4413.78,HIGH,MIKE.DAVIS@YAHOO.COM
ELX-1603,Smart Store,South,MACBOOK PRO,Bob Wilson,2023-09-05,12,593.61,0.22,19.06,5556.19,5575.25,high,bob.wilson.@yahoo.com
ELX-1604,TechMart,Central,iPhone Case,John Smith,2023-10-23,25,108.0,0.01,20.42,2673.0,2693.42,,john.smithyahoo.com
ELX-1605,Digital World,West,Power Bank,John Smith,2023-04-27,48,788.54,0.15,5.23,"$32,172.43",32177.66,HIGH,john.smithbusiness.org
ELX-1606,GadgetHub,North,IPHONE CASE,Mike Davis,2023-01-22,21,654.82,0.04,15.05,13201.17,13216.22,HIGH,MIKE.DAVIS@YAHOO.COM
ELX-1607,Electronics Plus,South,Samsung Galaxy S24,Alice Brown,2023-08-17,49,720.23,0.13,9.44,30703.4,30712.84,High,alice.brown.@yahoo.com
ELX-1608,Digital World,West,iPad Air,Jane Doe,2023-06-22,6,578.89,0.19,15.96,2813.41,2829.37,low,JANE.DOE@BUSINESS.ORG
ELX-1609,  Digital World  ,North,USB-C Cable,Mike Davis,2023-08-11,50,841.98,0.19,14.62,34100.19,34114.81,high,mike.davis.@business.org
ELX-1610,Electronics Plus,West,USB-C Cable,Mike Davis,2023-04-11,36,744.96,0.18,9.92,21991.22,22001.14,High,mike.davis.@yahoo.com
ELX-1611,TechMart,East,Power Bank,Bob Wilson,2023-12-17,37,121.17,0.17,13.47,3721.13,3734.6,,bob.wilson.@business.org
ELX-1612,Digital World,SOUTH,Screen Protector,Bob Wilson,2023-11-01,42,43.69,0.08,24.75,1688.18,1712.93,Medium,bob.wilsoncompany.com
ELX-1613,Smart Store,West,iPad Air,Alice Brown,2023-01-23,15,251.63,0.09,20.15,"$3,434.75",3454.9,Medium,alice.brown.@company.com
ELX-1614,TechMart,north,Samsung Galaxy S24,Jane Doe,2023-11-14,10,1044.47,0.21,5.27,8251.31,8256.58,Low,jane.doe.@company.com
ELX-1615,TechMart,East,Bluetooth Speaker,Alice Brown,2023-01-12,22,262.68,0.13,9.08,5027.7,5036.78,,alice.brown.@business.org
ELX-1616,  Smart Store  ,East,Phone Holder,Alice Brown,2023-11-15,47,1190.88,0.17,18.37,"$46,456.23",46474.6,,ALICE.BROWN@BUSINESS.ORG
ELX-1617,GadgetHub,Central,Laptop Stand,John Smith,2023-05-11,11,86.23,0.05,18.93,901.1,920.03,HIGH,
ELX-1618,Digital World,North,Bluetooth Speaker,John Smith,2023-02-04,25,797.54,0.17,23.26,16548.95,16572.21,HIGH,john.smith@business.org
ELX-1619,  Digital World  ,North,iPhone 15,Bob Wilson,2023-11-29,25,288.93,0.1,24.53,6500.93,6525.45,Medium,bob.wilson.@business.org
ELX-1620,  TechMart  ,East,Gaming Headset,Mike Davis,2023-09-30,6,235.9,0.13,14.16,"$1,231.40",1245.56,Medium,
ELX-1621,TechMart,NORTH,Apple Watch Series 9,Mike Davis,2023-06-06,22,595.57,0.19,5.37,,10618.43,medium,mike.davisgmail.com
ELX-1622,Digital World,east,iPhone Case,Jane Doe,2023-09-14,18,977.09,0.16,22.57,14773.6,14796.17,HIGH,jane.doe.@yahoo.com
ELX-1623,TechMart,Central,Fitbit Charge 6,Jane Doe,2023-03-19,22,1078.15,0.16,6.76,19924.21,19930.97,,jane.doe.@company.com
ELX-1624,  GadgetHub  ,Central,Apple Watch Series 9,Alice Brown,2023-05-04,37,196.01,0.24,23.19,5511.8,5534.99,High,alice.brown.@gmail.com
ELX-1625,Digital World,West,Phone Holder,Jane Doe,2023-04-16,42,179.21,0.14,21.0,6473.07,6494.07,Low,
ELX-1626,Electronics Plus,East,Laptop Stand,Jane Doe,2023-08-09,50,187.01,0.23,23.34,,7223.23,medium,jane.doeyahoo.com
ELX-1627,Digital World,North,Phone Holder,Mike Davis,2023-03-02,12,391.35,0.22,19.54,3663.04,3682.58,HIGH,mike.davis.@business.org
ELX-1628,Digital World,West,Power Bank,Bob Wilson,2023-08-15,48,1121.52,0.22,23.67,41989.71,42013.38,Medium,bob.wilson@gmail.com
ELX-1629,Digital World,South,Sony WH-1000XM5,John Smith,2023-03-09,12,46.04,0.25,17.34,414.36,431.7,HIGH,john.smithyahoo.com
ELX-1630,Smart Store,Central,Apple Watch Series 9,Mike Davis,2023-04-29,15,829.54,0.09,18.76,11323.22,11341.98,HIGH,-
ELX-1631,GadgetHub,SOUTH,Laptop Stand,Mike Davis,2023-08-29,46,784.74,0.05,12.75,34293.14,34305.89,low,-
ELX-1632,GadgetHub,South,AirPods Pro,Jane Doe,2023-04-26,3,499.18,0.24,23.51,1138.13,1161.64,Medium,jane.doe.@yahoo.com
ELX-1633,GadgetHub,South,Sony WH-1000XM5,Jane Doe,2023-02-03,12,1113.62,0.25,22.34,10022.58,10044.92,Medium,jane.doe@business.org
ELX-1634,GadgetHub,EAST,Bluetooth Speaker,Jane Doe,2023-08-07,26,934.81,0.15,21.49,20659.3,20680.79,Low,jane.doe@gmail.com
ELX-1635,Digital World,West,Phone Holder,Mike Davis,2023-11-25,46,947.5,0.13,14.03,37918.95,37932.98,low,mike.davis.@company.com
ELX-1636,TechMart,South,Laptop Stand,Mike Davis,2023-07-22,48,61.51,0.1,20.3,-,2677.53,Medium,
ELX-1637,TechMart,South,iPhone Case,Alice Brown,2023-07-23,20,931.81,0.07,8.33,"$17,331.67",17340.0,Low,
ELX-1638,Digital World,Central,Samsung Galaxy S24,Mike Davis,2023-03-14,30,998.42,0.11,19.45,26657.81,26677.26,,mike.davis.@gmail.com
ELX-1639,TechMart,SOUTH,Phone Holder,Jane Doe,2023-07-21,27,398.3,0.01,14.07,10646.56,10660.63,Low,jane.doebusiness.org
ELX-1640,Electronics Plus,West,MacBook Pro,Bob Wilson,2023-06-15,45,783.56,0.18,8.28,28913.36,28921.64,High,BOB.WILSON@YAHOO.COM
ELX-1641,TechMart,North,Dell XPS 13,Alice Brown,2023-11-21,24,116.09,0.18,19.54,2284.65,2304.19,high,ALICE.BROWN@COMPANY.COM
ELX-1642,Smart Store,Central,AirPods Pro,Alice Brown,2023-10-09,25,67.03,0.04,11.7,1608.72,1620.42,medium,ALICE.BROWN@YAHOO.COM
ELX-1643,Electronics Plus,South,iPad Air,Jane Doe,2023-12-31,4,512.2,0.08,20.37,1884.9,1905.27,High,
ELX-1644,GadgetHub,EAST,AirPods Pro,John Smith,2023-03-09,13,19.19,0.19,5.24,202.07,207.31,High,JOHN.SMITH@COMPANY.COM
ELX-1645,GadgetHub,West,Phone Holder,John Smith,2023-11-08,32,296.89,0.15,14.51,8075.41,8089.92,medium,JOHN.SMITH@COMPANY.COM
ELX-1646,  GadgetHub  ,west,MacBook Pro,Mike Davis,2023-11-04,1,304.99,0.14,17.4,262.29,279.69,low,mike.davis@company.com
ELX-1647,Smart Store,South,Samsung Galaxy S24,Jane Doe,2023-03-17,4,789.13,0.01,22.08,3124.95,3147.03,low,jane.doe@yahoo.com
ELX-1648,Smart Store,Central,iPhone Case,Bob Wilson,2023-02-14,4,144.03,0.25,8.23,432.09,440.32,Medium,bob.wilson.@company.com
ELX-1649,Digital World,Central,Phone Holder,Jane Doe,2023-08-22,48,701.08,0.23,6.86,25911.92,25918.78,low,jane.doebusiness.org
ELX-1650,    Digital World    ,east,Wireless Charger,Alice Brown,2023-02-04,49,521.38,0.14,10.86,21970.95,21981.81,HIGH,alice.brown.@yahoo.com
ELX-1651,Electronics Plus,North,Fitbit Charge 6,Bob Wilson,2023-09-27,27,636.71,0.17,17.24,14268.67,14285.91,low,bob.wilsonbusiness.org
ELX-1652,TechMart,Central,Laptop Stand,John Smith,2023-09-05,47,831.06,0.23,24.73,30076.06,30100.79,HIGH,john.smith.@business.org
ELX-1653,Digital World,West,Screen Protector,Bob Wilson,2023-09-27,37,1194.1,0.09,7.59,40205.35,40212.94,HIGH,bob.wilsoncompany.com
ELX-1654,Smart Store,West,Laptop Stand,Alice Brown,2023-09-10,12,1062.14,0.06,10.81,11980.94,11991.75,low,alice.brown.@company.com
ELX-1655,Electronics Plus,North,Dell XPS 13,John Smith,2023-08-27,41,959.13,0.18,9.15,32245.95,32255.1,high,john.smithgmail.com
ELX-1656,  Smart Store  ,West,Power Bank,John Smith,2023-06-20,23,679.09,0.16,5.23,13120.02,13125.25,medium,Missing
ELX-1657,Electronics Plus,East,Fitbit Charge 6,John Smith,2023-06-07,20,615.43,0.08,5.12,11323.91,11329.03,Low,
ELX-1658,Digital World,East,USB C Cable,Mike Davis,2023-11-12,2,1000.97,0.05,21.68,1901.84,1923.52,Medium,MIKE.DAVIS@GMAIL.COM
ELX-1659,GadgetHub,West,Samsung Galaxy S24,Jane Doe,2023-04-09,10,758.23,0.22,15.74,5914.19,5929.93,High,jane.doe@company.com
ELX-1660,  Digital World  ,West,Power Bank,John Smith,2023-09-24,20,684.46,0.17,16.1,,11378.14,Low,john.smith@business.org
ELX-1661,TechMart,South,Screen Protector,Bob Wilson,2023-02-03,10,347.35,0.01,24.67,3438.76,3463.43,Medium,BOB.WILSON@COMPANY.COM
ELX-1662,Smart Store,South,USB-C Cable,Jane Doe,2023-11-01,8,1039.54,0.19,19.11,6736.22,6755.33,low,jane.doe.@business.org
ELX-1663,Digital World,north,Fitbit Charge 6,Alice Brown,2023-02-14,32,1054.3,0.09,21.59,30701.22,30722.81,,alice.brown@company.com
ELX-1664,Digital World,South,Laptop Stand,Bob Wilson,2023-03-31,8,458.45,0.01,9.04,3630.92,3639.96,Medium,BOB.WILSON@GMAIL.COM
ELX-1665,TechMart,west,Laptop Stand,John Smith,2023-09-05,33,197.58,0.09,14.67,5933.33,5948.0,,JOHN.SMITH@GMAIL.COM
ELX-1666,  Smart Store  ,East,Screen Protector,Jane Doe,2023-02-20,34,816.91,0.03,19.49,26941.69,26961.18,low,JANE.DOE@GMAIL.COM
ELX-1667,GadgetHub,West,Laptop Stand,John Smith,2023-01-03,20,1119.82,0.17,16.89,"$18,589.01",18605.9,HIGH,JOHN.SMITH@YAHOO.COM
ELX-1668,TechMart,East,Bluetooth Speaker,John Smith,2023-02-22,34,922.92,0.19,5.45,"$25,417.22",25422.67,medium,JOHN.SMITH@GMAIL.COM
ELX-1669,Digital World,South,Screen Protector,Jane Doe,2023-04-09,19,342.83,0.08,13.82,5992.67,6006.49,low,JANE.DOE@BUSINESS.ORG
ELX-1670,TechMart,East,iPad Air,Jane Doe,2023-05-21,8,33.08,0.16,15.28,222.3,237.58,Low,jane.doe@yahoo.com
ELX-1671,Electronics Plus,Central,Wireless Charger,Mike Davis,2023-06-13,18,182.74,0.18,10.67,2697.24,2707.91,Low,mike.davis.@business.org
ELX-1672,Electronics Plus,South,MacBook Pro,Bob Wilson,2023-11-10,22,655.58,0.01,5.58,14278.53,14284.11,Low,
ELX-1673,TechMart,north,USB-C Cable,John Smith,2023-02-14,28,479.42,0.18,22.83,"$11,007.48",11030.31,Low,john.smith@company.com
ELX-1674,GadgetHub,Central,Wireless Charger,Bob Wilson,2023-06-20,13,859.78,0.17,15.67,"$9,277.03",9292.7,high,BOB.WILSON@YAHOO.COM
ELX-1675,GadgetHub,Central,iPad Air,John Smith,2023-12-24,30,130.26,0.08,17.89,3595.18,3613.07,Medium,Missing
ELX-1676,GadgetHub,West,Apple Watch Series 9,Jane Doe,2023-03-15,40,320.79,0.09,8.67,11676.76,11685.43,high,
ELX-1677,Digital World,East,Bluetooth Speaker,Alice Brown,2023-01-16,5,578.27,0.09,14.22,2631.13,2645.35,,ALICE.BROWN@GMAIL.COM
ELX-1678,  Electronics Plus  ,East,WIRELESS CHARGER,Mike Davis,2023-10-22,-9,616.92,0.1,19.29,,5016.34,Medium,mike.davis@business.org
ELX-1679,TechMart,East,Phone Holder,John Smith,2023-06-04,35,561.26,0.15,9.77,16697.48,16707.25,Medium,john.smithgmail.com
ELX-1680,Electronics Plus,Central,AirPods Pro,Alice Brown,2023-07-16,5,418.75,0.2,16.82,1675.0,1691.82,Medium,
ELX-1681,  GadgetHub  ,Central,Screen Protector,Mike Davis,2023-12-22,16,220.11,0.17,19.79,2923.06,2942.85,low,mike.daviscompany.com
ELX-1682,Smart Store,West,Dell XPS 13,Mike Davis,2023-11-02,30,400.57,0.02,13.9,11776.76,11790.66,low,MIKE.DAVIS@COMPANY.COM
ELX-1683,Digital World,West,MacBook Pro,Mike Davis,2023-02-25,44,979.67,0.19,12.58,34915.44,34928.02,medium,mike.davisbusiness.org
ELX-1684,GadgetHub,North,MACBOOK PRO,Jane Doe,2023-03-13,38,1085.36,0.16,5.0,34644.69,34649.69,Low,JANE.DOE@COMPANY.COM
ELX-1685,Electronics Plus,South,Bluetooth Speaker,Mike Davis,2023-05-30,25,744.45,,9.11,16564.01,16573.12,,mike.davisyahoo.com
ELX-1686,Digital World,East,iPhone Case,Alice Brown,2023-06-26,6,705.53,0.15,15.21,3598.2,3613.41,Medium,alice.brownyahoo.com
ELX-1687,Electronics Plus,EAST,Samsung Galaxy S24,Bob Wilson,2023-10-09,4,16.0,0.14,24.57,,79.61,High,bob.wilsoncompany.com
ELX-1688,TechMart,East,iphone 15,Jane Doe,2023-08-10,45,714.34,0.16,19.24,27002.05,27021.29,Medium,jane.doe@gmail.com
ELX-1689,GadgetHub,West,Power Bank,Mike Davis,2023-04-19,43,220.49,0.03,16.11,9196.64,9212.75,high,mike.davisgmail.com
ELX-1690,Digital World,West,iPad Air,Bob Wilson,2023-12-10,9,174.12,0.02,5.31,1535.74,1541.05,low,bob.wilson@company.com
ELX-1691,GadgetHub,West,iPad Air,John Smith,2023-03-12,42,970.04,0.22,22.87,31778.51,31801.38,Medium,john.smith.@company.com
ELX-1692,  Smart Store  ,West,AirPods Pro,Alice Brown,2023-09-18,28,669.18,,12.11,16675.97,16688.08,high,alice.brownyahoo.com
ELX-1693,Electronics Plus,west,Apple iPhone 15,Mike Davis,2023-09-13,47,295.55,0.13,13.22,12085.04,12098.26,HIGH,mike.davis.@yahoo.com
ELX-1694,Smart Store,CENTRAL,Wireless Charger,John Smith,2023-01-20,37,587.67,0.09,16.61,19786.85,19803.46,medium,
ELX-1695,TechMart,South,Laptop Stand,Bob Wilson,2023-08-27,34,107.71,0.22,6.77,2856.47,2863.24,Low,bob.wilsonyahoo.com
ELX-1696,GadgetHub,NORTH,Phone Holder,Mike Davis,2023-06-09,40,77.54,0.09,20.57,2822.46,2843.03,HIGH,mike.davis@company.com
ELX-1697,  GadgetHub  ,West,Laptop Stand,Alice Brown,2023-10-21,47,407.84,0.09,24.56,17443.32,17467.88,medium,
ELX-1698,Digital World,East,AirPods Pro,John Smith,2023-12-22,39,903.07,0.18,16.27,28880.18,28896.45,High,john.smith@business.org
ELX-1699,TechMart,West,AirPods Pro,Mike Davis,2023-01-27,43,1188.58,0.2,17.49,40887.15,40904.64,medium,mike.davisbusiness.org
ELX-1700,Digital World,West,macbook pro,Jane Doe,2023-09-16,5,1023.96,0.07,7.65,4761.41,4769.06,Low,jane.doe@business.org
ELX-1701,Digital World,East,Fitbit Charge 6,John Smith,2023-02-27,39,221.92,0.15,8.02,7356.65,7364.67,Medium,Missing
ELX-1702,GadgetHub,East,AIRPODS PRO,Bob Wilson,2023-12-25,16,589.63,0.2,22.24,7547.26,7569.5,Medium,bob.wilsonyahoo.com
ELX-1703,Digital World,North,iPad Air,Mike Davis,2023-03-20,32,907.02,0.1,12.66,26122.18,26134.84,High,MIKE.DAVIS@BUSINESS.ORG
ELX-1704,GadgetHub,South,Sony WH-1000XM5,Mike Davis,2023-06-26,4,776.08,0.19,7.32,"$2,514.50",2521.82,Medium,mike.davis@gmail.com
ELX-1705,  Electronics Plus  ,West,USB-C Cable,Alice Brown,2023-06-04,31,899.19,0.19,15.65,22578.66,22594.31,,ALICE.BROWN@YAHOO.COM
ELX-1706,GadgetHub,West,Gaming Headset,Bob Wilson,2023-03-16,34,1046.28,0.0,23.54,35573.52,35597.06,Low,bob.wilsongmail.com
ELX-1707,GadgetHub,West,Screen Protector,Mike Davis,2023-12-16,3,130.38,0.13,12.08,340.29,352.37,Low,mike.davis@yahoo.com
ELX-1708,GadgetHub,Central,Fitbit Charge 6,Bob Wilson,2023-05-19,18,965.74,0.06,16.68,16340.32,16357.0,high,BOB.WILSON@BUSINESS.ORG
ELX-1709,GadgetHub,South,Sony WH-1000XM5,Mike Davis,2023-06-22,44,832.98,0.04,15.95,35185.08,35201.03,low,mike.davis.@company.com
ELX-1710,TechMart,North,iPhone 15,Alice Brown,2023-02-20,34,138.13,0.11,9.39,4179.81,4189.2,High,alice.brownbusiness.org
ELX-1711,Digital World,East,Sony WH-1000XM5,John Smith,2023-01-13,40,123.95,0.23,18.13,"$3,817.66",3835.79,HIGH,john.smith@yahoo.com
ELX-1712,Electronics Plus,Central,Dell XPS 13,John Smith,2023-02-14,39,168.94,0.16,23.0,5534.47,5557.47,Medium,
ELX-1713,  Smart Store  ,South,Dell XPS 13,Jane Doe,2023-05-10,19,568.34,0.23,17.78,8314.81,8332.59,,
ELX-1714,  Digital World  ,West,Screen Protector,Bob Wilson,2023-03-24,50,102.69,0.19,12.66,4158.95,4171.61,low,Missing
ELX-1715,Digital World,North,Fitbit Charge 6,Bob Wilson,2023-02-04,29,97.24,0.24,9.01,2143.17,2152.18,,bob.wilson@business.org
ELX-1716,GadgetHub,South,Gaming Headset,John Smith,2023-03-15,35,925.92,0.05,17.87,30786.84,30804.71,medium,john.smith.@company.com
ELX-1717,GadgetHub,East,Dell XPS 13,John Smith,2023-02-07,5,692.04,0.06,13.92,3252.59,3266.51,low,john.smith@company.com
ELX-1718,GadgetHub,South,Apple iPhone 15,John Smith,2023-12-07,25,330.73,0.18,23.09,6779.97,6803.06,,john.smith.@business.org
ELX-1719,Smart Store,North,Laptop Stand,Alice Brown,2023-09-02,28,493.64,0.18,21.25,11333.97,11355.22,low,alice.brown@yahoo.com
ELX-1720,TechMart,Central,Apple Watch Series 9,John Smith,2023-07-16,45,984.3,0.12,16.34,38978.28,38994.62,high,
ELX-1721,Digital World,East,iPhone Case,Alice Brown,2023-01-29,41,1196.46,0.16,12.31,41206.08,41218.39,low,alice.brown.@company.com
ELX-1722,Digital World,North,Bluetooth Speaker,Bob Wilson,2023-11-28,13,224.29,0.01,12.68,2886.61,2899.29,HIGH,bob.wilsongmail.com
ELX-1723,  Electronics Plus  ,East,USB-C Cable,John Smith,2023-11-19,45,440.72,0.02,17.66,19435.75,19453.41,medium,john.smithyahoo.com
ELX-1724,Electronics Plus,South,Samsung Galaxy S24,Jane Doe,2023-01-13,47,1195.71,0.06,12.78,52826.47,52839.25,HIGH,jane.doegmail.com
ELX-1725,Smart Store,East,Gaming Headset,Mike Davis,2023-08-19,2,58.9,0.01,20.76,116.62,137.38,Low,mike.davisyahoo.com
ELX-1726,  TechMart  ,West,Dell XPS 13,Jane Doe,2023-12-01,43,634.9,0.24,22.4,20748.53,20770.93,low,jane.doe@business.org
